split,generator,synthetic_file,source,classifier,size_multiplier,n_train_rows,n_synthetic_available,pcd,js,ws,accuracy,auc,sensitivity,specificity,precision,f1,brier
0,TVAE,4.csv,synthetic,xgb,3.0,1842,42300,1.3248936144998498,0.3625072045449953,0.09883064121348,0.7142857142857143,0.7964814814814815,0.7407407407407407,0.7,0.5714285714285714,0.6451612903225806,0.21224604547023773
0,TVAE,5.csv,synthetic,lr,1.0,614,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.6948051948051948,0.7814814814814814,0.7592592592592593,0.66,0.5466666666666666,0.6356589147286822,0.2325440753403216
0,TVAE,5.csv,synthetic,xgb,1.0,614,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.7012987012987013,0.7798148148148147,0.7777777777777778,0.66,0.5526315789473685,0.6461538461538462,0.23667709529399872
0,TVAE,5.csv,synthetic,lr,2.0,1228,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.6818181818181818,0.8014814814814815,0.7592592592592593,0.64,0.5324675324675324,0.6259541984732825,0.22378727375429566
0,TVAE,5.csv,synthetic,xgb,2.0,1228,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.6883116883116883,0.7957407407407407,0.7407407407407407,0.66,0.5405405405405406,0.625,0.2315530627965927
0,TVAE,5.csv,synthetic,lr,3.0,1842,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.6948051948051948,0.7940740740740742,0.7222222222222222,0.68,0.5492957746478874,0.624,0.2125583007427648
0,TVAE,5.csv,synthetic,xgb,3.0,1842,42300,1.2404853858720437,0.3696875117545399,0.090077589921513,0.6818181818181818,0.7787037037037037,0.7592592592592593,0.64,0.5324675324675324,0.6259541984732825,0.2331116944551468
0,TVAE,6.csv,synthetic,lr,1.0,614,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.7142857142857143,0.8029629629629629,0.7222222222222222,0.71,0.5735294117647058,0.639344262295082,0.20213175811535267
0,TVAE,6.csv,synthetic,xgb,1.0,614,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.6623376623376623,0.7744444444444445,0.8148148148148148,0.58,0.5116279069767442,0.6285714285714286,0.26180627942085266
0,TVAE,6.csv,synthetic,lr,2.0,1228,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.7142857142857143,0.8061111111111111,0.7222222222222222,0.71,0.5735294117647058,0.639344262295082,0.20119546228791266
0,TVAE,6.csv,synthetic,xgb,2.0,1228,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.6883116883116883,0.8066666666666666,0.7222222222222222,0.67,0.5416666666666666,0.6190476190476191,0.21546703577041626
0,TVAE,6.csv,synthetic,lr,3.0,1842,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.7012987012987013,0.794074074074074,0.7592592592592593,0.67,0.5540540540540541,0.640625,0.21470960878337386
0,TVAE,6.csv,synthetic,xgb,3.0,1842,42300,1.0889184507336964,0.3560828791733034,0.0819972499268754,0.7142857142857143,0.8177777777777777,0.7962962962962963,0.67,0.5657894736842105,0.6615384615384615,0.20430445671081543
0,TVAE,7.csv,synthetic,lr,1.0,614,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.7012987012987013,0.7975925925925925,0.6666666666666666,0.72,0.5625,0.6101694915254238,0.20346778318534037
0,TVAE,7.csv,synthetic,xgb,1.0,614,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.6948051948051948,0.7938888888888889,0.7592592592592593,0.66,0.5466666666666666,0.6356589147286822,0.21853405237197876
0,TVAE,7.csv,synthetic,lr,2.0,1228,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.7012987012987013,0.8001851851851852,0.6666666666666666,0.72,0.5625,0.6101694915254238,0.20077755860793361
0,TVAE,7.csv,synthetic,xgb,2.0,1228,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.7207792207792207,0.8055555555555556,0.7777777777777778,0.69,0.5753424657534246,0.6614173228346457,0.19966836273670197
0,TVAE,7.csv,synthetic,lr,3.0,1842,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.7012987012987013,0.782962962962963,0.6666666666666666,0.72,0.5625,0.6101694915254238,0.20688816573435015
0,TVAE,7.csv,synthetic,xgb,3.0,1842,42300,1.318362008153641,0.3560284374096236,0.0891670136590775,0.6948051948051948,0.7855555555555556,0.7037037037037037,0.69,0.5507246376811594,0.6178861788617886,0.20540739595890045
0,TVAE,8.csv,synthetic,lr,1.0,614,42300,1.2887283505867997,0.3568664695124781,0.0693474493906201,0.6948051948051948,0.7990740740740742,0.6851851851851852,0.7,0.5522388059701493,0.6115702479338843,0.21097463731947874
0,TVAE,8.csv,synthetic,xgb,1.0,614,42300,1.2887283505867997,0.3568664695124781,0.0693474493906201,0.7142857142857143,0.7983333333333333,0.7777777777777778,0.68,0.5675675675675675,0.65625,0.216218501329422
0,TVAE,8.csv,synthetic,lr,2.0,1228,42300,1.2887283505867997,0.3568664695124781,0.0693474493906201,0.7142857142857143,0.8029629629629631,0.6851851851851852,0.73,0.578125,0.6271186440677966,0.1984510694220822
0,TVAE,8.csv,synthetic,xgb,2.0,1228,42300,1.2887283505867997,0.3568664695124781,0.0693474493906201,0.7142857142857143,0.8015740740740741,0.7037037037037037,0.72,0.5757575757575758,0.6333333333333333,0.20377418398857117
0,TVAE,8.csv,synthetic,lr,3.0,1842,42300,1.2887283505867997,0.3568664695124781,0.0693474493906201,0.7207792207792207,0.804074074074074,0.7222222222222222,0.72,0.582089552238806,0.6446280991735537,0.19986985581351982
